useful_mw,ac_corridor_mw,ac_receiving_q_mvar,receiving_voltage_pu,receiving_angle_deg,line_current_kA,source_q_mvar,line_reactive_burden_mvar,converged,voltage_ok,thermal_ok,source_q_ok,binding_constraint,receiving_voltage_real_pu,receiving_voltage_imag_pu
930.0,955.6476722272346,194.0525363604661,0.9631983968424154,-5.859009174183156,4.235612933485242,301.69503788905917,107.64250152859307,True,True,True,True,none,0.9581667475186864,-0.09832413553782691
935.0,960.7855629381337,195.09582956670516,0.9629617483250681,-5.8920731269066176,4.259431547108613,303.9523721884656,108.85654262176041,True,True,True,True,none,0.957874449284972,-0.09885275992243887
940.0,965.9234536490328,196.1391227729442,0.9627246274927005,-5.925158222574665,4.28326397186988,306.2172242839781,110.0781015110339,True,True,True,True,none,0.957581353637472,-0.09938138430705086
945.0,971.0613443599319,197.1824159791833,0.9624870331997037,-5.958264546011902,4.307110258188657,308.4896086310564,111.3071926518731,True,True,True,True,none,0.9572874590428935,-0.09991000869166285
950.0,976.199235070831,198.22570918542237,0.9622489642944156,-5.99139218242891,4.330970456716001,310.76953976179976,112.54383057637739,True,True,True,True,none,0.9569927639598145,-0.1004386330762748
955.0,981.3371257817302,199.26900239166142,0.9620104196190803,-6.024541217425019,4.3548446183360525,313.0570322854481,113.78802989378667,True,True,True,True,none,0.9566972668386307,-0.10096725746088678
960.0,986.4750164926293,200.3122955979005,0.9617713980098064,-6.0577117369910916,4.378732794167679,315.3521008888879,115.0398052909874,True,True,True,True,none,0.9564009661215017,-0.10149588184549875
965.0,991.6129072035283,201.35558880413953,0.9615318982965256,-6.090903827512346,4.402635035566145,317.6547603371629,116.29917153302335,True,True,True,True,none,0.9561038602422972,-0.10202450623011071
970.0,996.7507979144274,202.3988820103786,0.9612919193029512,-6.124117575771188,4.426551394124797,319.96502547399115,117.56614346361255,True,True,True,True,none,0.9558059476265417,-0.10255313061472267
975.0,1001.8886886253264,203.44217521661764,0.9610514598465358,-6.157353068950087,4.450481921676748,322.28291122227654,118.8407360056589,True,True,True,True,none,0.9555072266913605,-0.10308175499933467
980.0,1007.0265793362256,204.4854684228567,0.9608105187384282,-6.190610394634453,4.474426670296595,324.608432584642,120.12296416178529,True,True,True,True,none,0.955207695845423,-0.10361037938394664
985.0,1012.1644700471246,205.52876162909578,0.9605690947834308,-6.223889640815563,4.49838569230214,326.9416046439496,121.41284301485379,True,True,True,True,none,0.9549073534888878,-0.1041390037685586
990.0,1017.3023607580238,206.57205483533485,0.9603271867799558,-6.257190895893507,4.522359040256136,329.2824425638414,122.71038772850656,True,True,True,True,none,0.954606198013345,-0.10466762815317054
995.0,1022.4402514689231,207.61534804157395,0.9600847935199818,-6.2905142486801555,4.5463467669680435,331.6309615892737,124.01561354769973,True,True,True,True,none,0.9543042278017598,-0.10519625253778254
1000.0,1027.5781421798222,208.65864124781302,0.9598419137890097,-6.32385978840214,4.570348925495791,333.9871770470565,125.32853579924347,True,True,True,True,none,0.9540014412284151,-0.10572487692239455
1005.0,1032.7160328907212,209.70193445405206,0.9595985463660172,-6.357227604703894,4.594365569147581,336.35110434641143,126.64916989235937,True,True,True,True,none,0.9536978366588524,-0.1062535013070065
1010.0,1037.8539236016204,210.74522766029116,0.9593546900234149,-6.390617787650699,4.6183967514836795,338.7227589795135,127.97753131922235,True,True,True,True,none,0.9533934124498143,-0.10678212569161848
1015.0,1042.9918143125194,211.78852086653018,0.9591103435270001,-6.424030427731761,4.642442526318243,341.1021565220567,129.31363565552653,True,True,True,True,none,0.9530881669491846,-0.10731075007623044
1020.0,1048.1297050234186,212.83181407276928,0.9588655056359111,-6.4574656158633115,4.666502947721156,343.48931263381405,130.65749856104478,True,True,True,True,none,0.9527820984959288,-0.1078393744608424
1025.0,1053.2675957343176,213.87510727900832,0.9586201751025814,-6.49092344339175,4.6905780700198845,345.8842430592062,132.00913578019788,True,True,True,True,none,0.9524752054200336,-0.1083679988454544
1030.0,1058.4054864452169,214.91840048524742,0.958374350672692,-6.524404002096795,4.714667947801342,348.2869636278744,133.36856314262698,True,True,True,True,none,0.9521674860424467,-0.10889662323006637
1035.0,1063.5433771561159,215.96169369148643,0.9581280310851257,-6.557907384194684,4.738772635913776,350.6974902552576,134.73579656377117,True,True,True,True,none,0.951858938675015,-0.10942524761467835
1040.0,1068.6812678670149,217.0049868977255,0.9578812150719183,-6.591433682341389,4.762892189468681,353.11583894318113,136.11085204545563,True,True,True,True,none,0.9515495616204225,-0.10995387199929031
1045.0,1073.819158577914,218.04828010396457,0.9576339013582108,-6.6249829896358685,4.787026663842717,355.5420257804417,137.49374567647712,True,True,True,True,none,0.9512393531721279,-0.11048249638390226
1050.0,1078.957049288813,219.09157331020364,0.9573860886622014,-6.658555399623349,4.811176114679646,357.9760669434028,138.88449363319918,True,True,True,True,none,0.950928311614302,-0.11101112076851424
1055.0,1084.0949399997123,220.13486651644274,0.9571377756950968,-6.692151006298628,4.835340597892292,360.4179786965959,140.28311218015318,True,True,True,True,none,0.9506164352217634,-0.11153974515312626
1060.0,1089.2328307106113,221.17815972268176,0.9568889611610618,-6.725769904109408,4.859520169664508,362.867777393325,141.68961767064326,True,True,True,True,none,0.9503037222599147,-0.11206836953773819
1065.0,1094.3707214215106,222.22145292892085,0.9566396437571706,-6.759412187959694,4.883714886453189,365.3254794762781,143.10402654735722,True,True,True,True,none,0.9499901709846773,-0.11259699392235017
1070.0,1099.5086121324096,223.2647461351599,0.9563898221733553,-6.793077953213166,4.907924804990269,367.79110147814777,144.52635534298787,True,True,True,True,none,0.9496757796424261,-0.11312561830696216
