architecture,campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,rss_0p1_20hz_MW,rss_0p1_20hz_pct_load,p99_ramp_MW_s,p99_ramp_pct_load_per_s,p95_pcc_voltage_deviation_pct,buffer_energy_window_MWh,buffer_energy_window_MWh_per_GW,buffer_max_discharge_MW_per_GW,buffer_max_charge_MW_per_GW
Traditional AC,3,0.25,138,10,coherent,5,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.0594292509956316,,,,
Local SST,3,0.25,138,10,coherent,5,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.2235242740641876,,,,
Subtransmission DC backbone,3,0.25,138,10,coherent,5,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.2626185597213339,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,10,coherent,20,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.180572148113022,,,,
Local SST,3,0.25,138,10,coherent,20,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.2954962901856104,,,,
Subtransmission DC backbone,3,0.25,138,10,coherent,20,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.27806671029317714,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,10,coherent,50,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.4228579423478016,,,,
Local SST,3,0.25,138,10,coherent,50,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.4394403224284555,,,,
Subtransmission DC backbone,3,0.25,138,10,coherent,50,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.3089630114368634,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,10,coherent,100,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.8266675994057686,,,,
Local SST,3,0.25,138,10,coherent,100,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.6793470428331982,,,,
Subtransmission DC backbone,3,0.25,138,10,coherent,100,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.36045684667634065,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,20,random,5,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.31859831012386597,,,,
Local SST,3,0.25,138,20,random,5,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.26669186244866994,,,,
Subtransmission DC backbone,3,0.25,138,20,random,5,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.07880569918947616,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,138,20,random,20,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.33733938718997575,,,,
Local SST,3,0.25,138,20,random,20,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.28237961906329756,,,,
Subtransmission DC backbone,3,0.25,138,20,random,20,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.08344132855356301,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,138,20,random,50,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.37482154132219525,,,,
Local SST,3,0.25,138,20,random,50,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.31375513229255286,,,,
Subtransmission DC backbone,3,0.25,138,20,random,50,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.09271258728173666,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,138,20,random,100,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.43729179820922776,,,,
Local SST,3,0.25,138,20,random,100,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.36604765434131165,,,,
Subtransmission DC backbone,3,0.25,138,20,random,100,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.1081646851620261,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,138,20,partial,5,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.40481713275709574,,,,
Local SST,3,0.25,138,20,partial,5,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.35776873300121087,,,,
Subtransmission DC backbone,3,0.25,138,20,partial,5,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.13969973851866482,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,138,20,partial,20,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.428629905272219,,,,
Local SST,3,0.25,138,20,partial,20,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.3788139525895174,,,,
Subtransmission DC backbone,3,0.25,138,20,partial,20,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.14791737019623336,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,138,20,partial,50,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.4762554503024655,,,,
Local SST,3,0.25,138,20,partial,50,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.42090439176613037,,,,
Subtransmission DC backbone,3,0.25,138,20,partial,50,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.16435263355137036,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,138,20,partial,100,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.5556313586862097,,,,
Local SST,3,0.25,138,20,partial,100,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.4910551237271521,,,,
Subtransmission DC backbone,3,0.25,138,20,partial,100,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.19174473914326542,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,138,20,coherent,5,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,1.0297146254978158,,,,
Local SST,3,0.25,138,20,coherent,5,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,0.6117621370320938,,,,
Subtransmission DC backbone,3,0.25,138,20,coherent,5,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.13130927986066696,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,20,coherent,20,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,1.090286074056511,,,,
Local SST,3,0.25,138,20,coherent,20,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,0.6477481450928052,,,,
Subtransmission DC backbone,3,0.25,138,20,coherent,20,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.13903335514658857,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,20,coherent,50,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,1.2114289711739008,,,,
Local SST,3,0.25,138,20,coherent,50,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,0.7197201612142278,,,,
Subtransmission DC backbone,3,0.25,138,20,coherent,50,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.1544815057184317,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,138,20,coherent,100,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,1.4133337997028843,,,,
Local SST,3,0.25,138,20,coherent,100,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,0.8396735214165991,,,,
Subtransmission DC backbone,3,0.25,138,20,coherent,100,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.18022842333817032,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,3,random,5,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,2.0973347578873063,,,,
Local SST,3,0.25,230,3,random,5,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.7556342735836625,,,,
Subtransmission DC backbone,3,0.25,230,3,random,5,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.518778432834251,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,3,random,20,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,2.142313342845969,,,,
Local SST,3,0.25,230,3,random,20,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.7932848894587685,,,,
Subtransmission DC backbone,3,0.25,230,3,random,20,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.5299039433080593,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,3,random,50,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,2.232270512763296,,,,
Local SST,3,0.25,230,3,random,50,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.8685861212089814,,,,
Subtransmission DC backbone,3,0.25,230,3,random,50,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.5521549642556761,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,3,random,100,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,2.3821991292921743,,,,
Local SST,3,0.25,230,3,random,100,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.9940881741260024,,,,
Subtransmission DC backbone,3,0.25,230,3,random,100,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.5892399991683708,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,3,partial,5,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,2.6649138308035742,,,,
Local SST,3,0.25,230,3,partial,5,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,2.355193907704703,,,,
Subtransmission DC backbone,3,0.25,230,3,partial,5,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.919644291738557,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,3,partial,20,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,2.7220644848398696,,,,
Local SST,3,0.25,230,3,partial,20,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,2.4057024347166385,,,,
Subtransmission DC backbone,3,0.25,230,3,partial,20,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.9393666077647213,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,3,partial,50,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,2.8363657929124617,,,,
Local SST,3,0.25,230,3,partial,50,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,2.50671948874051,,,,
Subtransmission DC backbone,3,0.25,230,3,partial,50,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.9788112398170502,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,3,partial,100,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,3.0268679730334473,,,,
Local SST,3,0.25,230,3,partial,100,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,2.675081245446962,,,,
Subtransmission DC backbone,3,0.25,230,3,partial,100,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,1.0445522932375984,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,3,coherent,5,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,6.778618109813074,,,,
Local SST,3,0.25,230,3,coherent,5,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,4.027234146527614,,,,
Subtransmission DC backbone,3,0.25,230,3,coherent,5,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.8644098475533579,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,3,coherent,20,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,6.92398958635394,,,,
Local SST,3,0.25,230,3,coherent,20,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,4.113600565873321,,,,
Subtransmission DC backbone,3,0.25,230,3,coherent,20,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.8829476282395696,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,3,coherent,50,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,7.214732539435677,,,,
Local SST,3,0.25,230,3,coherent,50,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,4.286333404564735,,,,
Subtransmission DC backbone,3,0.25,230,3,coherent,50,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.9200231896119934,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,3,coherent,100,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,7.699304127905237,,,,
Local SST,3,0.25,230,3,coherent,100,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,4.574221469050427,,,,
Subtransmission DC backbone,3,0.25,230,3,coherent,100,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.9818157918993659,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,5,random,5,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,1.2584008547323837,,,,
Local SST,3,0.25,230,5,random,5,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.0533805641501977,,,,
Subtransmission DC backbone,3,0.25,230,5,random,5,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.3112670597005506,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,5,random,20,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,1.2853880057075813,,,,
Local SST,3,0.25,230,5,random,20,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.0759709336752612,,,,
Subtransmission DC backbone,3,0.25,230,5,random,20,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.31794236598483555,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,5,random,50,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,1.3393623076579777,,,,
Local SST,3,0.25,230,5,random,50,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.121151672725389,,,,
Subtransmission DC backbone,3,0.25,230,5,random,50,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.3312929785534057,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,5,random,100,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,1.4293194775753044,,,,
Local SST,3,0.25,230,5,random,100,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,1.1964529044756014,,,,
Subtransmission DC backbone,3,0.25,230,5,random,100,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.3535439995010225,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,5,partial,5,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,1.5989482984821444,,,,
Local SST,3,0.25,230,5,partial,5,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,1.413116344622822,,,,
Subtransmission DC backbone,3,0.25,230,5,partial,5,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.5517865750431342,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,5,partial,20,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,1.6332386909039216,,,,
Local SST,3,0.25,230,5,partial,20,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,1.4434214608299831,,,,
Subtransmission DC backbone,3,0.25,230,5,partial,20,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.5636199646588327,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,5,partial,50,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,1.701819475747477,,,,
Local SST,3,0.25,230,5,partial,50,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,1.504031693244306,,,,
Subtransmission DC backbone,3,0.25,230,5,partial,50,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.5872867438902302,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,5,partial,100,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,1.8161207838200686,,,,
Local SST,3,0.25,230,5,partial,100,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,1.6050487472681771,,,,
Subtransmission DC backbone,3,0.25,230,5,partial,100,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.626731375942559,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,5,coherent,5,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,4.067170865887844,,,,
Local SST,3,0.25,230,5,coherent,5,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,2.416340487916568,,,,
Subtransmission DC backbone,3,0.25,230,5,coherent,5,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.5186459085320149,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,5,coherent,20,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,4.154393751812364,,,,
Local SST,3,0.25,230,5,coherent,20,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,2.468160339523992,,,,
Subtransmission DC backbone,3,0.25,230,5,coherent,20,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.5297685769437418,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,5,coherent,50,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,4.328839523661406,,,,
Local SST,3,0.25,230,5,coherent,50,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,2.571800042738841,,,,
Subtransmission DC backbone,3,0.25,230,5,coherent,50,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.5520139137671961,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,5,coherent,100,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,4.619582476743142,,,,
Local SST,3,0.25,230,5,coherent,100,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,2.7445328814302554,,,,
Subtransmission DC backbone,3,0.25,230,5,coherent,100,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.5890894751396196,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,10,random,5,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.6292004273661919,,,,
Local SST,3,0.25,230,10,random,5,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.5266902820750988,,,,
Subtransmission DC backbone,3,0.25,230,10,random,5,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.1556335298502753,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,10,random,20,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.6426940028537906,,,,
Local SST,3,0.25,230,10,random,20,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.5379854668376306,,,,
Subtransmission DC backbone,3,0.25,230,10,random,20,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.15897118299241778,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,10,random,50,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.6696811538289889,,,,
Local SST,3,0.25,230,10,random,50,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.5605758363626945,,,,
Subtransmission DC backbone,3,0.25,230,10,random,50,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.16564648927670286,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,10,random,100,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.7146597387876522,,,,
Local SST,3,0.25,230,10,random,100,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.5982264522378007,,,,
Subtransmission DC backbone,3,0.25,230,10,random,100,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.17677199975051125,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,10,partial,5,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.7994741492410722,,,,
Local SST,3,0.25,230,10,partial,5,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.706558172311411,,,,
Subtransmission DC backbone,3,0.25,230,10,partial,5,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.2758932875215671,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,10,partial,20,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.8166193454519608,,,,
Local SST,3,0.25,230,10,partial,20,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.7217107304149916,,,,
Subtransmission DC backbone,3,0.25,230,10,partial,20,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.28180998232941634,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,10,partial,50,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.8509097378737385,,,,
Local SST,3,0.25,230,10,partial,50,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.752015846622153,,,,
Subtransmission DC backbone,3,0.25,230,10,partial,50,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.2936433719451151,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,10,partial,100,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.9080603919100343,,,,
Local SST,3,0.25,230,10,partial,100,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.8025243736340886,,,,
Subtransmission DC backbone,3,0.25,230,10,partial,100,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.3133656879712795,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,10,coherent,5,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.033585432943922,,,,
Local SST,3,0.25,230,10,coherent,5,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.208170243958284,,,,
Subtransmission DC backbone,3,0.25,230,10,coherent,5,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.25932295426600743,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,10,coherent,20,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.077196875906182,,,,
Local SST,3,0.25,230,10,coherent,20,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.234080169761996,,,,
Subtransmission DC backbone,3,0.25,230,10,coherent,20,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.2648842884718709,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,10,coherent,50,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.164419761830703,,,,
Local SST,3,0.25,230,10,coherent,50,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.2859000213694205,,,,
Subtransmission DC backbone,3,0.25,230,10,coherent,50,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.27600695688359805,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,10,coherent,100,31.516616959054783,12.606646783621912,102.37243628402685,40.948974513610736,2.309791238371571,,,,
Local SST,3,0.25,230,10,coherent,100,18.481671596836687,7.3926686387346745,44.38369714018888,17.753478856075553,1.3722664407151277,,,,
Subtransmission DC backbone,3,0.25,230,10,coherent,100,2.0764690377757105,0.8305876151102842,4.121947044055134,1.6487788176220537,0.2945447375698098,0.10455651955157201,0.41822607820628804,90.87247433410653,334.7585221016352
Traditional AC,3,0.25,230,20,random,5,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.31460021368309593,,,,
Local SST,3,0.25,230,20,random,5,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.2633451410375494,,,,
Subtransmission DC backbone,3,0.25,230,20,random,5,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.07781676492513764,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,20,random,20,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.3213470014268953,,,,
Local SST,3,0.25,230,20,random,20,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.2689927334188153,,,,
Subtransmission DC backbone,3,0.25,230,20,random,20,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.07948559149620889,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,20,random,50,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.3348405769144944,,,,
Local SST,3,0.25,230,20,random,50,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.28028791818134724,,,,
Subtransmission DC backbone,3,0.25,230,20,random,50,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.08282324463835143,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,20,random,100,14.77970490916506,5.911881963666024,36.54482649863446,14.617930599453782,0.3573298693938261,,,,
Local SST,3,0.25,230,20,random,100,8.974037054072667,3.5896148216290666,16.51259593457017,6.6050383738280685,0.29911322611890034,,,,
Subtransmission DC backbone,3,0.25,230,20,random,100,1.2926621406285945,0.5170648562514378,2.418348664833875,0.9673394659335499,0.08838599987525562,0.07090261240382369,0.28361044961529475,93.48399230774066,173.3139887307657
Traditional AC,3,0.25,230,20,partial,5,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.3997370746205361,,,,
Local SST,3,0.25,230,20,partial,5,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.3532790861557055,,,,
Subtransmission DC backbone,3,0.25,230,20,partial,5,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.13794664376078355,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
Traditional AC,3,0.25,230,20,partial,20,15.934684465230967,6.373873786092386,35.88007157905167,14.35202863162067,0.4083096727259804,,,,
Local SST,3,0.25,230,20,partial,20,10.420054153655926,4.168021661462371,18.07005317192933,7.228021268771732,0.3608553652074958,,,,
Subtransmission DC backbone,3,0.25,230,20,partial,20,1.1969437506854683,0.4787775002741873,2.650036590516209,1.0600146362064835,0.14090499116470817,0.08103009366805136,0.32412037467220545,84.98981245634855,213.77241210050113
