campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,Local SST,Subtransmission DC backbone,Traditional AC,dc_vs_traditional_reduction_pct,dc_vs_local_reduction_pct,local_vs_traditional_reduction_pct,dc_p95_minus_traditional_p95_pctpt,dc_p95_minus_local_p95_pctpt
1,0.25,230,3,random,100,9.67905737815818,2.7617064580298956,26.623957260362083,89.62698733692177,71.46719613149541,63.645309059414615,-23.862250802332188,-6.9173509201282855
1,0.25,230,5,coherent,5,4.2141825527570544,1.548253136845182,11.74655252173712,86.81951037140368,63.260890636257216,64.12409049413719,-10.19829938489194,-2.6659294159118723
1,0.25,230,5,coherent,20,4.639470539612048,1.5195734289121634,13.028410485959942,88.33646337325854,67.24683525980035,64.38958885574131,-11.508837057047778,-3.1198971106998843
1,0.25,230,5,coherent,50,5.363860821050128,1.5768661825437285,15.105256925001274,89.56081190559692,70.60203023248816,64.49010534754824,-13.528390742457546,-3.7869946385063997
1,0.25,230,5,coherent,100,5.691632328995217,1.6225715368355902,16.090469104045148,89.91594635095086,71.49198256237268,64.62730643717319,-14.467897567209558,-4.069060792159627
1,0.25,230,5,partial,5,4.221613491216982,1.4793578354525316,11.389369246297319,87.01106441049428,64.95752539804228,62.93373759403378,-9.910011410844787,-2.742255655764451
1,0.25,230,5,partial,20,4.7598718731243554,1.4937168281496231,13.059646818059413,88.56234897498108,68.61854965921268,63.55282849960222,-11.56592998990979,-3.2661550449747323
1,0.25,230,5,partial,50,5.335192355124796,1.6382827656613048,14.005371730168124,88.30246852975434,69.29290161229842,61.90609961724485,-12.367088964506818,-3.6969095894634916
1,0.25,230,5,partial,100,5.817933537189093,1.6087748986018091,15.976570005515736,89.93041123315957,72.34800142837175,63.58458958850044,-14.367795106913928,-4.209158638587284
1,0.25,230,5,random,5,4.232970146950594,1.5232940072672423,11.03927743648476,86.20114390609695,64.01358964544993,61.65536946321644,-9.515983429217517,-2.7096761396833515
1,0.25,230,5,random,20,4.760391013987686,1.5350218956037551,13.157647926135784,88.33361475986408,67.75428969819231,63.82034964978922,-11.622626030532029,-3.225369118383931
1,0.25,230,5,random,50,5.579045129366014,1.6549333849458456,14.222294535816914,88.36380880189114,70.33661950080143,60.77253838812051,-12.567361150871069,-3.924111744420168
1,0.25,230,5,random,100,6.292830344399727,1.5985840116921273,16.18910550599729,90.12555689936094,74.59674066829437,61.12922766444054,-14.590521494305163,-4.6942463327076
1,0.25,230,10,coherent,5,2.1396485608190714,0.7380562824718405,5.8817798644511745,87.451820716165,65.50572388442578,63.62243045254261,-5.143723581979334,-1.401592278347231
