time_s,fault_current_kA,backbone_voltage_pu,campus1_voltage_pu,campus2_voltage_pu,campus3_voltage_pu
0.0536,0.015187805705468637,0.9916974160598431,0.9916974160598431,0.9939812727008531,0.9951850181606825
0.053700000000000005,0.014936773357517497,0.9917434136368236,0.9917434136368236,0.9940052995243669,0.9952042396194936
0.0538,0.014689890209321736,0.9917891563802363,0.9917891563802363,0.9940292304325452,0.9952233843460362
0.0539,0.014447087680641593,0.9918346457018978,0.9918346457018978,0.994053065808283,0.9952424526466265
0.054,0.014208298324768966,0.9918798830058032,0.9918798830058032,0.9940768060329469,0.9952614448263576
0.0541,0.013973455809791787,0.9919248696881691,0.9919248696881691,0.994100451486381,0.9952803611891048
0.054200000000000005,0.013742494900168056,0.9919696071374768,0.9919696071374768,0.994124002546913,0.9952992020375304
0.0543,0.013515351438604443,0.9920140967345157,0.9920140967345157,0.9941474595913604,0.9953179676730883
0.054400000000000004,0.0132919623282344,0.9920583398524246,0.9920583398524246,0.9941708229950365,0.9953366583960291
0.0545,0.013072265515090858,0.9921023378567356,0.9921023378567356,0.994194093131756,0.9953552745054048
0.0546,0.012856199970868601,0.9921460921054153,0.9921460921054153,0.9942172703738419,0.9953738162990735
0.054700000000000006,0.012643705675971579,0.9921896039489069,0.9921896039489069,0.9942403550921303,0.9953922840737043
0.0548,0.012434723602840408,0.9922328747301719,0.9922328747301719,0.9942633476559773,0.9954106781247819
0.054900000000000004,0.012229195699555436,0.9922759057847317,0.9922759057847317,0.9942862484332645,0.9954289987466116
0.055,0.012027064873710858,0.9923186984407087,0.9923186984407087,0.9943090577904047,0.9954472462323237
0.0551,0.011828274976555326,0.9923612540188674,0.9923612540188674,0.9943317760923481,0.9954654208738785
0.055200000000000006,0.011632770787394725,0.992403573832655,0.992403573832655,0.9943544037025881,0.9954835229620704
0.0553,0.011440497998252731,0.9924456591882416,0.9924456591882416,0.9943769409831669,0.9955015527865335
0.055400000000000005,0.011251403198784917,0.9924875113845616,0.9924875113845616,0.9943993882946814,0.9955195106357452
