scenario,run,h,vh_pct
Local SST + coordinated control,204,17,0.07033369590012375
Local SST + coordinated control,204,19,0.15657567455735452
Local SST + coordinated control,204,23,0.31793223507457596
Local SST + coordinated control,204,25,0.12676287015229862
Local SST + coordinated control,204,29,0.03073101069972173
Local SST + coordinated control,204,31,0.027220314575456643
Local SST + coordinated control,205,5,0.2042201819583242
Local SST + coordinated control,205,7,0.29213835025135404
Local SST + coordinated control,205,11,0.7099465815031539
Local SST + coordinated control,205,13,0.23735193135871613
Local SST + coordinated control,205,17,0.024861473567994518
Local SST + coordinated control,205,19,0.04649066453222881
Local SST + coordinated control,205,23,0.16058999642853042
Local SST + coordinated control,205,25,0.11078910585723792
Local SST + coordinated control,205,29,0.03801834657326406
Local SST + coordinated control,205,31,0.04264280348932285
Local SST + coordinated control,206,5,0.20284494072095996
Local SST + coordinated control,206,7,0.13766652206031763
Local SST + coordinated control,206,11,0.39150986679495803
Local SST + coordinated control,206,13,0.3300562488002334
Local SST + coordinated control,206,17,0.13787079511471673
Local SST + coordinated control,206,19,0.12571404435050365
Local SST + coordinated control,206,23,0.3259294351164206
Local SST + coordinated control,206,25,0.027496039273114073
Local SST + coordinated control,206,29,0.07303175906349128
Local SST + coordinated control,206,31,0.055907414521047125
Local SST + coordinated control,207,5,0.21501045498946272
Local SST + coordinated control,207,7,0.07841148986619771
Local SST + coordinated control,207,11,0.4511383108793939
Local SST + coordinated control,207,13,0.18568379149706024
Local SST + coordinated control,207,17,0.07049849000145238
Local SST + coordinated control,207,19,0.07874910836548021
Local SST + coordinated control,207,23,0.14969203630685893
Local SST + coordinated control,207,25,0.04002552631469206
Local SST + coordinated control,207,29,0.05715438654894707
Local SST + coordinated control,207,31,0.03834288201484371
Local SST + coordinated control,208,5,0.15070830600691784
Local SST + coordinated control,208,7,0.3273866777735928
Local SST + coordinated control,208,11,0.4980430244532767
Local SST + coordinated control,208,13,0.1341743084085814
Local SST + coordinated control,208,17,0.07633326524379305
Local SST + coordinated control,208,19,0.11008997654894326
Local SST + coordinated control,208,23,0.10867537853187823
Local SST + coordinated control,208,25,0.2181144848268294
Local SST + coordinated control,208,29,0.06145146723500524
Local SST + coordinated control,208,31,0.03142745817659394
Local SST + coordinated control,209,5,0.40127454672382995
Local SST + coordinated control,209,7,0.4042635048991515
Local SST + coordinated control,209,11,0.41148004605486915
Local SST + coordinated control,209,13,0.339380014051615
Local SST + coordinated control,209,17,0.12598052990270983
Local SST + coordinated control,209,19,0.23440201814616113
Local SST + coordinated control,209,23,0.14571500502712345
Local SST + coordinated control,209,25,0.27252052989485814
Local SST + coordinated control,209,29,0.054534771348091364
Local SST + coordinated control,209,31,0.029474294375585013
Local SST + coordinated control,210,5,0.35466356694210177
Local SST + coordinated control,210,7,0.6150827230398951
Local SST + coordinated control,210,11,1.2153052043059416
Local SST + coordinated control,210,13,0.24563006113792385
Local SST + coordinated control,210,17,0.17388048074761298
Local SST + coordinated control,210,19,0.04892942065701131
Local SST + coordinated control,210,23,0.42264827289925183
Local SST + coordinated control,210,25,0.2846914000805851
Local SST + coordinated control,210,29,0.10453704465762509
Local SST + coordinated control,210,31,0.02931927511845646
Local SST + coordinated control,211,5,0.07847318578123699
Local SST + coordinated control,211,7,0.15659699422669707
Local SST + coordinated control,211,11,0.3579918074130017
Local SST + coordinated control,211,13,0.175347685572739
Local SST + coordinated control,211,17,0.042486061177099195
Local SST + coordinated control,211,19,0.07194312764869158
Local SST + coordinated control,211,23,0.14959481145812661
Local SST + coordinated control,211,25,0.06073419588351734
Local SST + coordinated control,211,29,0.0577665643075742
Local SST + coordinated control,211,31,0.012571504785358073
Local SST + coordinated control,212,5,0.1733311819088249
Local SST + coordinated control,212,7,0.14276677104292784
Local SST + coordinated control,212,11,0.3363416631814891
Local SST + coordinated control,212,13,0.10770925823346582
Local SST + coordinated control,212,17,0.046851752890966554
Local SST + coordinated control,212,19,0.04305263664686861
Local SST + coordinated control,212,23,0.06510581332793293
Local SST + coordinated control,212,25,0.05306770818227241
Local SST + coordinated control,212,29,0.01751212754472431
Local SST + coordinated control,212,31,0.017146210353667077
Local SST + coordinated control,213,5,0.19842976295759113
Local SST + coordinated control,213,7,0.18018714274938816
Local SST + coordinated control,213,11,0.2027775447681093
Local SST + coordinated control,213,13,0.076892395914036
Local SST + coordinated control,213,17,0.032752287659500466
Local SST + coordinated control,213,19,0.061542263609827695
Local SST + coordinated control,213,23,0.05219153748865488
Local SST + coordinated control,213,25,0.05814697370890432
Local SST + coordinated control,213,29,0.04893274030318167
Local SST + coordinated control,213,31,0.02435516514984706
Local SST + coordinated control,214,5,0.06516828044264207
Local SST + coordinated control,214,7,0.13719833580167137
Local SST + coordinated control,214,11,0.1435937322070245
Local SST + coordinated control,214,13,0.1618122578829025
Local SST + coordinated control,214,17,0.07436478968641498
Local SST + coordinated control,214,19,0.10652659432462636
Local SST + coordinated control,214,23,0.08581362097072878
Local SST + coordinated control,214,25,0.07242281285474378
Local SST + coordinated control,214,29,0.035815889439615556
Local SST + coordinated control,214,31,0.03242669960885941
Local SST + coordinated control,215,5,0.10561759216651277
Local SST + coordinated control,215,7,0.13197893233258146
Local SST + coordinated control,215,11,0.15420354033367417
Local SST + coordinated control,215,13,0.2541255954537116
Local SST + coordinated control,215,17,0.0766451896673734
Local SST + coordinated control,215,19,0.10899115407420845
Local SST + coordinated control,215,23,0.19219357342504903
Local SST + coordinated control,215,25,0.13284660809889126
Local SST + coordinated control,215,29,0.060077252614680055
Local SST + coordinated control,215,31,0.0528083934341184
Local SST + coordinated control,216,5,0.18857409946467643
Local SST + coordinated control,216,7,0.06979021378024443
Local SST + coordinated control,216,11,0.4571787101134549
Local SST + coordinated control,216,13,0.15812580961008352
Local SST + coordinated control,216,17,0.02193098589914775
Local SST + coordinated control,216,19,0.08133399436138515
Local SST + coordinated control,216,23,0.10478623163323118
Local SST + coordinated control,216,25,0.13878392325953376
Local SST + coordinated control,216,29,0.055993064374876396
Local SST + coordinated control,216,31,0.04225154827917122
Local SST + coordinated control,217,5,0.21949917849387363
Local SST + coordinated control,217,7,0.1174046138936043
Local SST + coordinated control,217,11,1.7395417950971437
Local SST + coordinated control,217,13,0.42028425450655343
Local SST + coordinated control,217,17,0.08509156759707269
Local SST + coordinated control,217,19,0.16803216821352232
Local SST + coordinated control,217,23,0.175266618583572
Local SST + coordinated control,217,25,0.14008877352831015
Local SST + coordinated control,217,29,0.10188321158857479
Local SST + coordinated control,217,31,0.05983999473212363
Local SST + coordinated control,218,5,0.13188525322890526
Local SST + coordinated control,218,7,0.15637516967214268
Local SST + coordinated control,218,11,0.6095730628093413
Local SST + coordinated control,218,13,0.49270047001966144
Local SST + coordinated control,218,17,0.16300746767821403
Local SST + coordinated control,218,19,0.016383419017786057
Local SST + coordinated control,218,23,0.19692890500124124
Local SST + coordinated control,218,25,0.10827339841316645
Local SST + coordinated control,218,29,0.034202784301599426
Local SST + coordinated control,218,31,0.06050821632846964
Local SST + coordinated control,219,5,0.14195167908128029
Local SST + coordinated control,219,7,0.13451303439234338
Local SST + coordinated control,219,11,0.811210805155799
Local SST + coordinated control,219,13,0.4431969163811257
Local SST + coordinated control,219,17,0.08488016754742067
Local SST + coordinated control,219,19,0.13981745932379197
Local SST + coordinated control,219,23,0.10208858061714546
Local SST + coordinated control,219,25,0.1420427168744851
Local SST + coordinated control,219,29,0.05093532655322079
Local SST + coordinated control,219,31,0.05250725881906239
Local SST + coordinated control,220,5,0.05403670211816507
Local SST + coordinated control,220,7,0.0585798677189087
Local SST + coordinated control,220,11,0.7017725702775092
Local SST + coordinated control,220,13,0.7356891255053234
Local SST + coordinated control,220,17,0.09683948564967403
Local SST + coordinated control,220,19,0.09144547817899928
Local SST + coordinated control,220,23,0.11824413630915266
Local SST + coordinated control,220,25,0.0941108891101623
Local SST + coordinated control,220,29,0.08259891888926013
Local SST + coordinated control,220,31,0.007476052113675695
Local SST + coordinated control,221,5,0.10932265488374218
Local SST + coordinated control,221,7,0.022835258503831713
Local SST + coordinated control,221,11,0.3457367920648556
Local SST + coordinated control,221,13,0.26369403456575685
Local SST + coordinated control,221,17,0.038643533539089864
Local SST + coordinated control,221,19,0.1023752393055188
Local SST + coordinated control,221,23,0.00917489933362749
Local SST + coordinated control,221,25,0.03431182743202275
Local SST + coordinated control,221,29,0.05989546931594425
Local SST + coordinated control,221,31,0.01642412644419963
Local SST + coordinated control,222,5,0.07427065667827347
Local SST + coordinated control,222,7,0.0804475298011642
Local SST + coordinated control,222,11,0.40345711058562894
Local SST + coordinated control,222,13,0.20320311762520563
Local SST + coordinated control,222,17,0.0291884368935556
Local SST + coordinated control,222,19,0.10954500154737024
Local SST + coordinated control,222,23,0.03495408523180886
Local SST + coordinated control,222,25,0.119841506560734
Local SST + coordinated control,222,29,0.06262506535882721
Local SST + coordinated control,222,31,0.02611963749551462
Local SST + coordinated control,223,5,0.06449496279128239
Local SST + coordinated control,223,7,0.18357135105210043
Local SST + coordinated control,223,11,0.2737921327886111
Local SST + coordinated control,223,13,0.12091874249776165
Local SST + coordinated control,223,17,0.02235085541912962
Local SST + coordinated control,223,19,0.10540191821418698
Local SST + coordinated control,223,23,0.1541540669981909
Local SST + coordinated control,223,25,0.13878151526539492
Local SST + coordinated control,223,29,0.020250282247746675
Local SST + coordinated control,223,31,0.036595878438504766
Local SST + coordinated control,224,5,0.23533809046298093
Local SST + coordinated control,224,7,0.08944432508483498
Local SST + coordinated control,224,11,0.4941728364472443
Local SST + coordinated control,224,13,0.48370681851824376
Local SST + coordinated control,224,17,0.03594704524173587
Local SST + coordinated control,224,19,0.11311424716267554
Local SST + coordinated control,224,23,0.2545019081868273
Local SST + coordinated control,224,25,0.040114643147322125
Local SST + coordinated control,224,29,0.02785003518356711
Local SST + coordinated control,224,31,0.053067093577007445
Local SST + coordinated control,225,5,0.12426642797919923
Local SST + coordinated control,225,7,0.16090549494569856
Local SST + coordinated control,225,11,0.36958603414299285
Local SST + coordinated control,225,13,0.21692170270956754
Local SST + coordinated control,225,17,0.038230164112234795
Local SST + coordinated control,225,19,0.06705486539251987
Local SST + coordinated control,225,23,0.1346345987983173
Local SST + coordinated control,225,25,0.14291038978426115
Local SST + coordinated control,225,29,0.037540703610272765
Local SST + coordinated control,225,31,0.02593110318978043
Local SST + coordinated control,226,5,0.11608404349200009
Local SST + coordinated control,226,7,0.12167751414281189
Local SST + coordinated control,226,11,1.104914114156501
Local SST + coordinated control,226,13,0.2670579341064226
Local SST + coordinated control,226,17,0.10301789190021701
Local SST + coordinated control,226,19,0.10522365504338581
Local SST + coordinated control,226,23,0.17287266786845487
Local SST + coordinated control,226,25,0.09926142122088291
Local SST + coordinated control,226,29,0.036438712736519184
Local SST + coordinated control,226,31,0.06724747074141661
Local SST + coordinated control,227,5,0.2061403135203012
Local SST + coordinated control,227,7,0.1880467275936565
Local SST + coordinated control,227,11,0.49840413206062095
Local SST + coordinated control,227,13,0.6304268453940812
Local SST + coordinated control,227,17,0.19105740138411426
Local SST + coordinated control,227,19,0.12572015636670805
Local SST + coordinated control,227,23,0.0832137017933612
Local SST + coordinated control,227,25,0.11737323021626686
Local SST + coordinated control,227,29,0.04461720557205456
Local SST + coordinated control,227,31,0.011201927949165346
Local SST + coordinated control,228,5,0.09172185067744898
Local SST + coordinated control,228,7,0.24170466496301496
Local SST + coordinated control,228,11,0.8144171495668007
Local SST + coordinated control,228,13,0.6607077149472659
Local SST + coordinated control,228,17,0.04975635625658382
Local SST + coordinated control,228,19,0.050855730158990045
Local SST + coordinated control,228,23,0.03216369949570492
Local SST + coordinated control,228,25,0.22199747567890277
Local SST + coordinated control,228,29,0.02037851306169292
Local SST + coordinated control,228,31,0.039693047034257925
Local SST + coordinated control,229,5,0.1750055363145011
Local SST + coordinated control,229,7,0.4160981096002583
Local SST + coordinated control,229,11,0.1083156752401171
Local SST + coordinated control,229,13,0.07280884445360099
Local SST + coordinated control,229,17,0.051763210994901956
Local SST + coordinated control,229,19,0.06418396060806653
Local SST + coordinated control,229,23,0.13181280541432677
Local SST + coordinated control,229,25,0.017644209457679486
Local SST + coordinated control,229,29,0.02211322396738708
Local SST + coordinated control,229,31,0.039736289382395804
Local SST + coordinated control,230,5,0.1489856198126249
Local SST + coordinated control,230,7,0.06883702144884704
Local SST + coordinated control,230,11,0.8163676158954307
Local SST + coordinated control,230,13,0.4255030597420938
Local SST + coordinated control,230,17,0.08766601789499787
Local SST + coordinated control,230,19,0.12397565917425783
Local SST + coordinated control,230,23,0.09561776994408946
Local SST + coordinated control,230,25,0.09958790618491571
Local SST + coordinated control,230,29,0.09946068976024046
Local SST + coordinated control,230,31,0.03355096311828254
Local SST + coordinated control,231,5,0.18021586364047706
Local SST + coordinated control,231,7,0.297662743124135
Local SST + coordinated control,231,11,0.44248162649137296
Local SST + coordinated control,231,13,0.2343874596541262
Local SST + coordinated control,231,17,0.036308879859569376
Local SST + coordinated control,231,19,0.1275251852939014
Local SST + coordinated control,231,23,0.13369826353333905
Local SST + coordinated control,231,25,0.19271331941857972
Local SST + coordinated control,231,29,0.030029764148368162
Local SST + coordinated control,231,31,0.04766964772845566
Local SST + coordinated control,232,5,0.02893534540036635
Local SST + coordinated control,232,7,0.12406820854022862
Local SST + coordinated control,232,11,0.2969017530030809
Local SST + coordinated control,232,13,0.3514343761488865
Local SST + coordinated control,232,17,0.0962719009680299
Local SST + coordinated control,232,19,0.12153077854534403
Local SST + coordinated control,232,23,0.04752994669506534
Local SST + coordinated control,232,25,0.18444068813552988
Local SST + coordinated control,232,29,0.017911934756160156
Local SST + coordinated control,232,31,0.021453992240595427
Local SST + coordinated control,233,5,0.06747014537367194
Local SST + coordinated control,233,7,0.18302840350285215
Local SST + coordinated control,233,11,0.21517333693836194
Local SST + coordinated control,233,13,0.11207555294735484
Local SST + coordinated control,233,17,0.03495653124101041
Local SST + coordinated control,233,19,0.03606838698378887
Local SST + coordinated control,233,23,0.08854527957945849
Local SST + coordinated control,233,25,0.19560649875775193
Local SST + coordinated control,233,29,0.02166090730143116
Local SST + coordinated control,233,31,0.03362528392806856
Local SST + coordinated control,234,5,0.1621681625051444
Local SST + coordinated control,234,7,0.12347267191455424
Local SST + coordinated control,234,11,0.5337419278401417
Local SST + coordinated control,234,13,0.3385508777883535
Local SST + coordinated control,234,17,0.07855294326088874
Local SST + coordinated control,234,19,0.02218686765133871
Local SST + coordinated control,234,23,0.12213193199059603
Local SST + coordinated control,234,25,0.06926106332649369
Local SST + coordinated control,234,29,0.05065460499322505
Local SST + coordinated control,234,31,0.030932350570545206
Local SST + coordinated control,235,5,0.257756025069253
Local SST + coordinated control,235,7,0.31746523957335143
Local SST + coordinated control,235,11,0.7554424131627159
Local SST + coordinated control,235,13,0.19008663298173348
Local SST + coordinated control,235,17,0.06135799160163953
Local SST + coordinated control,235,19,0.15850324114671668
Local SST + coordinated control,235,23,0.28344813724469914
Local SST + coordinated control,235,25,0.0870070536590155
Local SST + coordinated control,235,29,0.08754281033246517
Local SST + coordinated control,235,31,0.03087309435683405
Local SST + coordinated control,236,5,0.14060969627669528
Local SST + coordinated control,236,7,0.2878038964980539
Local SST + coordinated control,236,11,0.9610455113715765
Local SST + coordinated control,236,13,0.17624522341334345
Local SST + coordinated control,236,17,0.016166766267401107
Local SST + coordinated control,236,19,0.030801382940863074
Local SST + coordinated control,236,23,0.1828925643590146
Local SST + coordinated control,236,25,0.19608150251842332
Local SST + coordinated control,236,29,0.07363307194333445
Local SST + coordinated control,236,31,0.028839290560963925
Local SST + coordinated control,237,5,0.06899623335152182
Local SST + coordinated control,237,7,0.23308689065306146
Local SST + coordinated control,237,11,0.16675802931264677
Local SST + coordinated control,237,13,0.13588212505810238
Local SST + coordinated control,237,17,0.053064847384149696
Local SST + coordinated control,237,19,0.08160801766157771
Local SST + coordinated control,237,23,0.10334795516629788
Local SST + coordinated control,237,25,0.1201606937213437
Local SST + coordinated control,237,29,0.04788787378424872
Local SST + coordinated control,237,31,0.030351114988153783
Local SST + coordinated control,238,5,0.04302445491101327
Local SST + coordinated control,238,7,0.20146922779730236
Local SST + coordinated control,238,11,0.5119510766491556
Local SST + coordinated control,238,13,0.11501237132509108
Local SST + coordinated control,238,17,0.07323484199258748
Local SST + coordinated control,238,19,0.04958661920892455
Local SST + coordinated control,238,23,0.21226368752238522
Local SST + coordinated control,238,25,0.112480699079794
Local SST + coordinated control,238,29,0.04413235781988639
Local SST + coordinated control,238,31,0.05744020145108292
Local SST + coordinated control,239,5,0.2685365672457372
Local SST + coordinated control,239,7,0.37902123230508233
Local SST + coordinated control,239,11,0.6088334696097554
Local SST + coordinated control,239,13,0.2251666763954137
Local SST + coordinated control,239,17,0.06274782824198279
Local SST + coordinated control,239,19,0.12127114203201855
Local SST + coordinated control,239,23,0.26756678831569475
Local SST + coordinated control,239,25,0.07597607781166994
Local SST + coordinated control,239,29,0.048859196476740155
Local SST + coordinated control,239,31,0.033517611992750385
Local SST + coordinated control,240,5,0.1836342278341541
Local SST + coordinated control,240,7,0.15342902896751723
Local SST + coordinated control,240,11,0.3669260742489352
Local SST + coordinated control,240,13,0.29886588217758703
Local SST + coordinated control,240,17,0.12024856263826199
Local SST + coordinated control,240,19,0.07189690454904965
Local SST + coordinated control,240,23,0.1562364547588825
Local SST + coordinated control,240,25,0.1033205906426343
Local SST + coordinated control,240,29,0.04190776274370004
Local SST + coordinated control,240,31,0.028625157809247893
Local SST + coordinated control,241,5,0.13289925565931596
Local SST + coordinated control,241,7,0.13533293394803136
Local SST + coordinated control,241,11,0.2112725250400565
Local SST + coordinated control,241,13,0.36245217030567695
Local SST + coordinated control,241,17,0.05581261059523815
Local SST + coordinated control,241,19,0.06754440603282179
Local SST + coordinated control,241,23,0.10932723253075458
Local SST + coordinated control,241,25,0.12453757980242541
Local SST + coordinated control,241,29,0.012707727727315696
Local SST + coordinated control,241,31,0.017638204380196452
Local SST + coordinated control,242,5,0.11064171429129555
Local SST + coordinated control,242,7,0.3534620230926516
Local SST + coordinated control,242,11,0.29829123906224403
Local SST + coordinated control,242,13,0.1139543947453552
Local SST + coordinated control,242,17,0.07262080043493263
Local SST + coordinated control,242,19,0.09389037229416937
Local SST + coordinated control,242,23,0.23219424313025394
Local SST + coordinated control,242,25,0.12763395739282454
Local SST + coordinated control,242,29,0.04545307872559601
Local SST + coordinated control,242,31,0.022820796412176603
Local SST + coordinated control,243,5,0.10579965353440676
Local SST + coordinated control,243,7,0.23612767120893896
Local SST + coordinated control,243,11,0.2907034849291504
Local SST + coordinated control,243,13,0.16787843380665612
Local SST + coordinated control,243,17,0.10092317490025145
Local SST + coordinated control,243,19,0.10041184422128564
Local SST + coordinated control,243,23,0.16002465843854782
Local SST + coordinated control,243,25,0.08583107443575218
Local SST + coordinated control,243,29,0.019670234080913233
Local SST + coordinated control,243,31,0.001998016200982785
Local SST + coordinated control,244,5,0.07644025918455023
Local SST + coordinated control,244,7,0.2709207953998243
Local SST + coordinated control,244,11,1.103705057204006
Local SST + coordinated control,244,13,0.13732795960354938
Local SST + coordinated control,244,17,0.08938405288019918
Local SST + coordinated control,244,19,0.052388203897336276
Local SST + coordinated control,244,23,0.16382452356419228
Local SST + coordinated control,244,25,0.08532198914350717
Local SST + coordinated control,244,29,0.03199526423331047
Local SST + coordinated control,244,31,0.04453382308005838
Local SST + coordinated control,245,5,0.12316122598364901
Local SST + coordinated control,245,7,0.14135452009417748
Local SST + coordinated control,245,11,0.4446758540723396
Local SST + coordinated control,245,13,0.17465345436167215
Local SST + coordinated control,245,17,0.10728072252471268
Local SST + coordinated control,245,19,0.017773011041251344
Local SST + coordinated control,245,23,0.11285222274970318
Local SST + coordinated control,245,25,0.0973710094031502
Local SST + coordinated control,245,29,0.03180313313929072
Local SST + coordinated control,245,31,0.022703045573965474
Local SST + coordinated control,246,5,0.2119389891212867
Local SST + coordinated control,246,7,0.17665947269158283
Local SST + coordinated control,246,11,0.1531590292357332
Local SST + coordinated control,246,13,0.3651349576513497
Local SST + coordinated control,246,17,0.032808957482111635
Local SST + coordinated control,246,19,0.08134796901725125
Local SST + coordinated control,246,23,0.11929751695578697
Local SST + coordinated control,246,25,0.07117630728120816
Local SST + coordinated control,246,29,0.013147242048761281
Local SST + coordinated control,246,31,0.03383893026837193
Local SST + coordinated control,247,5,0.085787495586848
Local SST + coordinated control,247,7,0.10149160074224932
Local SST + coordinated control,247,11,0.12763784055320015
Local SST + coordinated control,247,13,0.3190650437425412
Local SST + coordinated control,247,17,0.10513593493411297
Local SST + coordinated control,247,19,0.1171379647664052
Local SST + coordinated control,247,23,0.20081663416184886
Local SST + coordinated control,247,25,0.15655159945225736
Local SST + coordinated control,247,29,0.029889089529333376
Local SST + coordinated control,247,31,0.01952333772262755
Local SST + coordinated control,248,5,0.1717287507688867
Local SST + coordinated control,248,7,0.12196184928765205
Local SST + coordinated control,248,11,0.6133051004681132
Local SST + coordinated control,248,13,0.11780500119780186
Local SST + coordinated control,248,17,0.037297736263728974
Local SST + coordinated control,248,19,0.11489721192633535
Local SST + coordinated control,248,23,0.06951164965351989
Local SST + coordinated control,248,25,0.09950706033515958
Local SST + coordinated control,248,29,0.0251753351137726
Local SST + coordinated control,248,31,0.027754027530751017
Local SST + coordinated control,249,5,0.03895497439897073
Local SST + coordinated control,249,7,0.12439961698181894
Local SST + coordinated control,249,11,0.20816358657695372
Local SST + coordinated control,249,13,0.20532904837380528
Local SST + coordinated control,249,17,0.04394362072643354
Local SST + coordinated control,249,19,0.04039879827287694
Local SST + coordinated control,249,23,0.07277872832697808
Local SST + coordinated control,249,25,0.106600829264338
Local SST + coordinated control,249,29,0.012389871727480043
Local SST + coordinated control,249,31,0.03076404165518461
Local SST + coordinated control,250,5,0.20786624179898583
Local SST + coordinated control,250,7,0.319632141881623
Local SST + coordinated control,250,11,0.6062745429905879
Local SST + coordinated control,250,13,0.1819188595902216
Local SST + coordinated control,250,17,0.13315850593218828
Local SST + coordinated control,250,19,0.0945787538926234
Local SST + coordinated control,250,23,0.10311988007929744
Local SST + coordinated control,250,25,0.16019080296594643
Local SST + coordinated control,250,29,0.007023887681611206
Local SST + coordinated control,250,31,0.060466101873094806
Local SST + coordinated control,251,5,0.23930998696232458
Local SST + coordinated control,251,7,0.26011225179652486
Local SST + coordinated control,251,11,0.5643919027481915
Local SST + coordinated control,251,13,0.11710758462756922
Local SST + coordinated control,251,17,0.12279517614774259
Local SST + coordinated control,251,19,0.16210263012851053
Local SST + coordinated control,251,23,0.2489850127944616
Local SST + coordinated control,251,25,0.092099294192907
Local SST + coordinated control,251,29,0.0994566958978608
Local SST + coordinated control,251,31,0.06173206046974543
Local SST + coordinated control,252,5,0.164303981511191
Local SST + coordinated control,252,7,0.2477714896957899
Local SST + coordinated control,252,11,0.5045177785872139
Local SST + coordinated control,252,13,0.4109429902408361
Local SST + coordinated control,252,17,0.08478889179689561
Local SST + coordinated control,252,19,0.08597221455122533
Local SST + coordinated control,252,23,0.26097707520782376
Local SST + coordinated control,252,25,0.2845761528166249
Local SST + coordinated control,252,29,0.024286595806943995
Local SST + coordinated control,252,31,0.020276513407610594
Local SST + coordinated control,253,5,0.03977311706576479
Local SST + coordinated control,253,7,0.1575325793816572
Local SST + coordinated control,253,11,0.21605426517877757
Local SST + coordinated control,253,13,0.34259556891356807
Local SST + coordinated control,253,17,0.09889075207819648
Local SST + coordinated control,253,19,0.0463357455371514
Local SST + coordinated control,253,23,0.0793336746486617
Local SST + coordinated control,253,25,0.1297828137626856
Local SST + coordinated control,253,29,0.04475949499106557
Local SST + coordinated control,253,31,0.023481946763621676
Local SST + coordinated control,254,5,0.2605282768948597
Local SST + coordinated control,254,7,0.18520120981258129
Local SST + coordinated control,254,11,0.2761058828686386
Local SST + coordinated control,254,13,0.2976066947257188
Local SST + coordinated control,254,17,0.07885931491196226
Local SST + coordinated control,254,19,0.08416995604034853
Local SST + coordinated control,254,23,0.13562752217152702
Local SST + coordinated control,254,25,0.08536942627846945
Local SST + coordinated control,254,29,0.03233696708688275
Local SST + coordinated control,254,31,0.048366944326361114
Local SST + coordinated control,255,5,0.07303797663112718
Local SST + coordinated control,255,7,0.09631895795118794
Local SST + coordinated control,255,11,0.33913742331853386
Local SST + coordinated control,255,13,0.2943643220617198
Local SST + coordinated control,255,17,0.09208845321658495
Local SST + coordinated control,255,19,0.06695932249458496
Local SST + coordinated control,255,23,0.07380964968536738
Local SST + coordinated control,255,25,0.17618105104642995
Local SST + coordinated control,255,29,0.030511493635904385
Local SST + coordinated control,255,31,0.05473123863527259
Local SST + coordinated control,256,5,0.11592552331439354
Local SST + coordinated control,256,7,0.1669483890281848
Local SST + coordinated control,256,11,0.2177551816134183
Local SST + coordinated control,256,13,0.12233639150446016
Local SST + coordinated control,256,17,0.10221471355792396
Local SST + coordinated control,256,19,0.040791606891260386
Local SST + coordinated control,256,23,0.11873707724363544
Local SST + coordinated control,256,25,0.0054363171016323835
Local SST + coordinated control,256,29,0.027974233947892002
Local SST + coordinated control,256,31,0.0159852789705218
Local SST + coordinated control,257,5,0.08706153096831756
Local SST + coordinated control,257,7,0.1847635926690932
Local SST + coordinated control,257,11,0.15409544608313683
Local SST + coordinated control,257,13,0.3208992003764072
Local SST + coordinated control,257,17,0.10697328988153464
Local SST + coordinated control,257,19,0.042742711166557375
Local SST + coordinated control,257,23,0.10413189896768374
Local SST + coordinated control,257,25,0.10299719351555192
Local SST + coordinated control,257,29,0.015426559911463408
Local SST + coordinated control,257,31,0.05501797533808438
Local SST + coordinated control,258,5,0.10902917727642401
Local SST + coordinated control,258,7,0.315635321581518
Local SST + coordinated control,258,11,0.19241570722954895
Local SST + coordinated control,258,13,0.07941183167464815
Local SST + coordinated control,258,17,0.05652000960098929
Local SST + coordinated control,258,19,0.16194078181027932
Local SST + coordinated control,258,23,0.19846808642770677
Local SST + coordinated control,258,25,0.043672242141478246
Local SST + coordinated control,258,29,0.09145699679185951
Local SST + coordinated control,258,31,0.03184276433236805
Local SST + coordinated control,259,5,0.07569734438482278
Local SST + coordinated control,259,7,0.21398128992726984
Local SST + coordinated control,259,11,0.1761503005867979
Local SST + coordinated control,259,13,0.20110137510239215
Local SST + coordinated control,259,17,0.05595307230550231
Local SST + coordinated control,259,19,0.07624672743210527
Local SST + coordinated control,259,23,0.06951771240150617
Local SST + coordinated control,259,25,0.06337421979372582
Local SST + coordinated control,259,29,0.07973096609460419
Local SST + coordinated control,259,31,0.06485903350434845
Local SST + coordinated control,260,5,0.17508995238506153
Local SST + coordinated control,260,7,0.17842599844393664
Local SST + coordinated control,260,11,0.21886685882932505
Local SST + coordinated control,260,13,0.2758831960218962
Local SST + coordinated control,260,17,0.07678298528181539
Local SST + coordinated control,260,19,0.05575175889230412
Local SST + coordinated control,260,23,0.15653584691176714
Local SST + coordinated control,260,25,0.05962038321506463
Local SST + coordinated control,260,29,0.04494347932059996
Local SST + coordinated control,260,31,0.015810778628144662
Local SST + coordinated control,261,5,0.20021251378179103
Local SST + coordinated control,261,7,0.16505004530249742
Local SST + coordinated control,261,11,0.6352851283389803
Local SST + coordinated control,261,13,0.17943874022930476
Local SST + coordinated control,261,17,0.054003167517938336
Local SST + coordinated control,261,19,0.08301541888450871
Local SST + coordinated control,261,23,0.1263755693844646
Local SST + coordinated control,261,25,0.043046339812083376
Local SST + coordinated control,261,29,0.01263215598420052
Local SST + coordinated control,261,31,0.06497542017397685
Local SST + coordinated control,262,5,0.21031821278831447
Local SST + coordinated control,262,7,0.1440263515017301
Local SST + coordinated control,262,11,0.6090805593736776
Local SST + coordinated control,262,13,0.11099224536723391
Local SST + coordinated control,262,17,0.09556353735858036
Local SST + coordinated control,262,19,0.06510326357952177
Local SST + coordinated control,262,23,0.1333407118774486
