# travis150_greenfield_proxy_recorder: 
"time", "travis_source:voltage", "travis_poi:voltage", "travis_source:angle", "travis_poi:angle", "travis_source:busgenerationreal", "travis_poi:busgenerationreal", "travis_source:busloadreal", "travis_poi:busloadreal"
95.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
95.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
96.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
97.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
98.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
99.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
100.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
101.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.9s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.92s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.94s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.96s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
102.98s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.02s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.04s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.06s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.08s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.1s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.12s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.14s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.16s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.18s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.2s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.22s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.24s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.26s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.28s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.3s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.32s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.34s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.36s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.38s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.4s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.42s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.44s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.46s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.48s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.5s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.52s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.54s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.56s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.58s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.6s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.62s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.64s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.66s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.68s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.7s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.72s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.74s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.76s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.78s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.8s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.82s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.84s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.86s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
103.88s,1,0.96903307,0,-0.074811796,-1.0097874,0,0,1
